"site","scale","llF","llST","perm.llF","perm.llST"
"BCI",30.517578125,-2.03572304694042,-3.12839237495621,-0.000388928502530142,-0.147140812761876
"BCI",30.517578125,-0.00103714267341371,-1.12412122226434,-3.05768695528832,-3.10238341262028
"BCI",30.517578125,-2.92088654543461,-2.95749891056659,-4.11212294136676,-4.53100192494223
"BCI",30.517578125,-7.44974500720172,-7.73307551230594,-8.92532516764686,-12.1935480392322
"BCI",30.517578125,-6.45958049088301,-6.59238025898283,-7.48074523315379,-8.37035383647491
"BCI",30.517578125,-6.45958049088301,-6.59238025898283,-3.3822645767801,-3.74439969282685
"BCI",30.517578125,-11.2335090286308,-11.0358410531078,-11.8213786397598,-12.5632950119085
"BCI",30.517578125,-6.98599387416907,-6.9118890281016,-6.98599387416907,-6.9118890281016
"BCI",30.517578125,-10.987905034887,-13.0037980475917,-7.43327942177588,-7.35556815905296
"BCI",30.517578125,-12.3313743168639,-11.7735513897463,-12.919160981766,-13.177449937788
"BCI",30.517578125,-5.40180842551511,-5.21501952623258,-9.11900004731887,-10.3056280318396
"BCI",30.517578125,-0.00142607117594385,-1.96642611533477,-0.00142607117594385,-1.96642611533477
"BCI",30.517578125,-3.3822645767801,-3.74439969282685,-6.45958049088301,-6.59238025898283
"BCI",30.517578125,-7.41676655353898,-6.88815040195338,-10.1718930652688,-10.1685847454306
"BCI",30.517578125,-4.68138787980162,-5.08064560297621,-3.05768695528832,-3.10238341262028
"BCI",30.517578125,-0.00064821417088357,-0.452535114471133,-0.00064821417088357,-0.452535114471133
"BCI",30.517578125,-4.92795751303963,-5.18389305052424,-4.92795751303963,-5.18389305052424
"BCI",30.517578125,-7.32171787925981,-7.22604667249593,-5.68949049796689,-5.9833809458321
"BCI",30.517578125,-6.73439974725064,-6.73356408625934,-3.47061658919941,-4.00685099664444
"BCI",30.517578125,-7.50908096395857,-8.77716515147898,-5.34487767451841,-5.52237327031893
"BCI",30.517578125,-0.000907499839236998,-0.877160710496625,-0.000907499839236998,-0.877160710496625
"BCI",30.517578125,-8.92383922828821,-8.48420661824484,-9.32930433639637,-9.48209558397063
"BCI",30.517578125,-11.2705053539369,-11.8414585594998,-3.82321186077996,-5.52667639214995
"BCI",30.517578125,-8.39802951537968,-8.08622252594373,-10.0509151132545,-10.5554793933295
"BCI",30.517578125,-2.34069393990081,-2.9054561535681,-0.000518571336706856,-0.282676876795982
"BCI",30.517578125,-2.92088654543461,-2.95749891056659,-0.000907499839236998,-0.877160710496625
"BCI",30.517578125,-0.00116678550759043,-1.38976107517379,-0.00116678550759043,-1.38976107517379
"BCI",30.517578125,-2.92088654543461,-2.95749891056659,-2.92088654543461,-2.95749891056659
"BCI",30.517578125,-0.000518571336706856,-0.282676876795982,-0.000518571336706856,-0.282676876795982
"BCI",30.517578125,-0.000518571336706856,-0.282676876795982,-0.000518571336706856,-0.282676876795982
"PASO",5e+05,-5522.17430170378,-4666.56085378071,-5522.17430170378,-4666.56085378071
"PASO",250000,-4701.30971371425,-4662.40860690345,-4804.81580966279,-4689.35960727175
"PASO",250000,-4804.31540778816,-4887.6874063227,-4898.43003967854,-4767.72496615193
"PASO",125000,-3980.4768798185,-4020.51071160355,-4079.87163659576,-3996.97088095338
"PASO",125000,-3833.14893072271,-4532.94186088143,-4266.66856129036,-4184.13598178668
"PASO",125000,-4205.94364841454,-4132.74760944463,-4206.14445222859,-4127.17494567534
"PASO",125000,-3927.65459474826,-3964.81200446801,-4156.34724567926,-4072.08668915173
"PASO",62500,-3322.68636075374,-3312.72548657595,-3473.01419571467,-3418.91659086532
"PASO",62500,-3211.66141812383,-3225.04584239258,-3373.80002840678,-3317.00763503412
"PASO",62500,-3036.98246482791,-3787.20062520357,-3658.19914692522,-3587.59944325722
"PASO",62500,-3437.34558418632,-3531.70368871439,-3649.36245528826,-3591.6048279315
"PASO",62500,-3236.53135143945,-3286.05373756241,-3528.16958067657,-3473.62777383916
"PASO",62500,-3459.50405399889,-3402.19141170787,-3480.39801686991,-3433.51480263919
"PASO",62500,-3271.51409846237,-3239.81872587051,-3465.46094982126,-3415.48632191345
"PASO",62500,-3170.71474486732,-3243.24999758181,-3486.72716884105,-3448.10390841919
"PASO",31250,-2684.08494226119,-2682.95294810699,-2802.88217712597,-2766.06458445882
"PASO",31250,-2558.96420389716,-2613.55673171489,-2720.88284419279,-2688.70170891162
"PASO",31250,-2468.39658204545,-2712.65176509691,-3023.06861073937,-2981.84725627982
"PASO",31250,-2771.93414833626,-2833.85619420673,-2993.97717546285,-2959.57100691359
"PASO",31250,-2422.76977581413,-2889.99309806849,-2969.45304535753,-2938.70909876295
"PASO",31250,-2746.8561888201,-2821.60618118952,-2960.67094681901,-2926.29509395993
"PASO",31250,-2497.87602297181,-2911.05297957582,-2939.57463394272,-2898.63629647846
"PASO",31250,-2642.36796130622,-2629.67289288109,-2785.15544701157,-2746.22538880234
"PASO",31250,-2710.58835509355,-2688.42628363424,-2893.20985846932,-2854.37061386776
"PASO",31250,-2744.42337067924,-2708.8018360231,-2798.76454902257,-2775.30899222479
"PASO",31250,-2599.65366118439,-2600.5879218452,-2873.99684808303,-2846.42656592278
"PASO",31250,-2560.67092508948,-2544.62545475703,-2785.46062684009,-2754.55822581128
"PASO",31250,-2636.14609694112,-2667.11370204436,-2882.88842179516,-2847.95599365258
"PASO",31250,-2510.82823513674,-2494.71412352439,-2722.85915820963,-2689.54816057931
"PASO",31250,-2472.57195479155,-2469.03004247156,-2687.61015676503,-2659.14216978492
"PASO",31250,-2580.91617890937,-2690.44637670619,-2945.00665901255,-2900.36462952712
"PASO",15625,-1988.48618161291,-1987.42303399203,-2122.39876093459,-2103.15978550311
"PASO",15625,-1987.92316990643,-1985.28591801087,-2118.79676661834,-2102.89020997278
"PASO",15625,-1816.28495450569,-2067.01618266011,-2128.18146280752,-2104.21145257666
"PASO",15625,-1906.2554357493,-2046.2511672862,-2449.55131868455,-2421.9671829816
"PASO",15625,-2160.28902730706,-2202.75312164288,-2410.51317201014,-2380.56119699149
"PASO",15625,-1936.94963844716,-2333.92543329046,-2449.81830964088,-2423.00041556417
"PASO",15625,-2114.18077490659,-2357.19021268278,-2450.39019612663,-2417.0234071093
"PASO",15625,-1915.55945804682,-2021.56064801046,-2360.6630281936,-2329.24381004419
"PASO",15625,-2106.38227554669,-2100.87128326008,-2255.1436995702,-2232.0918560738
"PASO",15625,-1792.33961412426,-2028.89633180758,-2182.58806671258,-2158.71882356059
"PASO",15625,-2083.17532661274,-2145.95530442208,-2267.48299918745,-2250.9686504708
"PASO",15625,-1813.63021380762,-1867.44263626057,-2217.55062214528,-2195.46576241092
"PASO",15625,-1971.34288039993,-1985.66920551787,-2203.85905872509,-2182.25248732096
"PASO",15625,-2150.26858378019,-2132.62783489888,-2304.34305788473,-2276.95681455886
"PASO",15625,-2083.43367707426,-2078.88676846147,-2181.53612000376,-2162.1182677612
"PASO",15625,-2014.35903462425,-2442.38581643177,-2392.93056214199,-2369.93341317501
"PASO",15625,-2000.42844186755,-1999.71426794547,-2235.49185341188,-2211.12544976292
"PASO",15625,-2047.5401676786,-2046.34332279692,-2168.4859209567,-2152.60927748924
"PASO",15625,-2026.89031542561,-2019.34652374147,-2102.3684670954,-2070.81696016932
"PASO",15625,-1974.45779498797,-2002.13742529336,-2238.78793949133,-2216.59740150041
"PASO",15625,-1983.43169887703,-1971.72566876097,-2208.10082065212,-2184.86525982123
"PASO",15625,-2093.52647903607,-2085.77204714344,-2235.19306940771,-2210.52553900052
"PASO",15625,-2063.42274663981,-2125.7115683056,-2343.32575234773,-2318.95590537249
"PASO",15625,-2012.02074835273,-1997.05652018454,-2182.94670951666,-2158.68385375481
"PASO",15625,-1946.17095788218,-1930.68164931082,-2115.50689714591,-2094.50550276846
"PASO",15625,-1974.63631676076,-1986.54260792126,-2143.50205764523,-2122.83931533881
"PASO",15625,-1912.65070971466,-1906.65394731224,-2118.49165602542,-2102.13207363392
"PASO",15625,-1910.49825093864,-1909.74233881079,-2058.17391414372,-2046.37135613959
"PASO",15625,-1942.44396451516,-2011.75165380895,-2271.41682181945,-2251.09965872198
"PASO",15625,-2039.62256051606,-2196.36568402485,-2354.75973006436,-2332.43514434579
"PASO",15625,-1892.17487721699,-1889.77712168983,-2061.76136556203,-2051.44563344539
"PASO",15625,-1842.5066980776,-1848.65707706492,-2093.37067241606,-2070.02371929296
"PASO",7812.5,-1426.35529497001,-1424.57568863891,-1591.57504158187,-1579.65907994522
"PASO",7812.5,-1546.71360613412,-1543.75322636759,-1723.65935416338,-1709.87720025631
"PASO",7812.5,-1398.85368226341,-1425.03573436999,-1553.05142442006,-1542.08639169238
"PASO",7812.5,-1370.27589782522,-1365.52074686098,-1483.34866599018,-1480.24132670662
"PASO",7812.5,-1284.65845559623,-1338.89744329362,-1556.9344499693,-1552.2144813364
"PASO",7812.5,-1443.56829572851,-1471.55624172473,-1796.30688881336,-1785.03077504954
"PASO",7812.5,-1254.53455503498,-1311.56860991057,-1476.26711582641,-1470.63570367483
"PASO",7812.5,-1476.49987712953,-1519.70968062216,-1626.39634815557,-1614.71273916534
"PASO",7812.5,-1518.1610934648,-1525.74451515273,-1651.45593102172,-1640.32733690006
"PASO",7812.5,-1501.6601219159,-1495.84994587977,-1659.41846366053,-1646.10261310963
"PASO",7812.5,-1582.77838489906,-1752.08122343318,-1933.50707047985,-1917.36879604997
"PASO",7812.5,-1538.24469946005,-1541.89979800934,-1677.66588449805,-1662.28490087919
"PASO",7812.5,-1510.38445701667,-1509.30571156104,-1717.6101134966,-1706.7349676484
"PASO",7812.5,-1502.05157895161,-1502.02535321931,-1616.98686236968,-1608.27306636186
"PASO",7812.5,-1484.39607821144,-1727.25201337259,-1809.01619935545,-1790.00226125629
"PASO",7812.5,-1345.22832227664,-1560.84625602621,-1605.63500057059,-1591.86294747996
"PASO",7812.5,-1397.30831284671,-1391.65034131402,-1539.77558434517,-1531.15532409405
"PASO",7812.5,-1418.494512412,-1409.19242563408,-1595.87606846654,-1584.89271990519
"PASO",7812.5,-1476.19521159106,-1475.78466669129,-1640.11028901833,-1626.35898244264
"PASO",7812.5,-1341.35050060207,-1347.40671524824,-1518.15711995546,-1504.43139170476
"PASO",7812.5,-1441.89542545133,-1462.10889310537,-1631.01766522924,-1621.23011049797
"PASO",7812.5,-1420.0506908269,-1428.31019471608,-1650.16449728328,-1643.72883576944
"PASO",7812.5,-1551.5759026098,-1567.44555741273,-1878.17091456,-1862.11410222838
"PASO",7812.5,-1450.47366271893,-1451.28678419996,-1658.10465226906,-1648.40884799194
"PASO",7812.5,-1421.05669195176,-1541.19726691549,-1741.9161048742,-1729.61112719292
"PASO",7812.5,-1392.498811211,-1450.95805555696,-1794.86916056656,-1781.79939393434
"PASO",7812.5,-1445.33905168682,-1486.77890005102,-1685.84173450946,-1667.54842431697
"PASO",7812.5,-1519.22702079374,-1524.95983757821,-1563.20516693806,-1550.93643046519
"PASO",7812.5,-1398.97831894423,-1438.08580949948,-1604.09742826682,-1593.79505963645
"PASO",7812.5,-1348.9355725439,-1429.53964527682,-1621.1976954004,-1610.61644215332
"PASO",7812.5,-1512.89974451374,-1600.89954780323,-1826.97882977945,-1810.06634310573
"PASO",7812.5,-1627.18397831512,-1710.3655310842,-1812.88841053003,-1797.43157929428
"PASO",3906.25,-857.001309225246,-916.635447036825,-1035.08514308466,-1028.35815085734
"PASO",3906.25,-834.7290853276,-855.50160959466,-984.840446028574,-981.614310496812
"PASO",3906.25,-959.301036844763,-963.075773242893,-1076.97470551145,-1072.16166547353
"PASO",3906.25,-931.323271286228,-933.823364728116,-1067.62458715135,-1061.04226072462
"PASO",3906.25,-999.920648989684,-1015.67534495954,-1163.58315377887,-1160.40708380722
"PASO",3906.25,-955.64504928765,-957.445229495312,-1092.98834805578,-1086.19251483611
"PASO",3906.25,-987.799613900245,-1077.5354522774,-1219.18332606664,-1217.1700132605
"PASO",3906.25,-999.440680136853,-1007.50152061888,-1072.67216319458,-1068.39080134529
"PASO",3906.25,-1042.92614862148,-1037.55613252068,-1153.94076515285,-1148.51688882509
"PASO",3906.25,-1046.16368872548,-1047.14377675937,-1176.41244004398,-1170.29595794293
"PASO",3906.25,-1109.57553168352,-1195.85545042675,-1423.96978949898,-1412.57513522483
"PASO",3906.25,-1016.00688522324,-1032.64436202523,-1158.68576616771,-1147.92296948892
"PASO",3906.25,-960.732897866313,-1092.99806441488,-1154.28897689566,-1146.18160039738
"PASO",3906.25,-915.724223767756,-921.011014511171,-1012.53240358907,-1005.63851737665
"PASO",3906.25,-965.785597234271,-995.469388626876,-1092.20479838205,-1089.18424714439
"PASO",3906.25,-933.067027445951,-937.054117385238,-1044.29590854402,-1037.26345738219
"PASO",3906.25,-965.409491644945,-972.775430716326,-1114.55243892937,-1105.76728583245
"PASO",3906.25,-991.924145203754,-991.726180184083,-1111.4920179621,-1105.88847111588
"PASO",3906.25,-1036.52039788578,-1135.88170454491,-1311.31023492102,-1304.08440774565
"PASO",3906.25,-1107.74461899979,-1105.1208869526,-1219.32791217509,-1211.42711958592
"PASO",3906.25,-1111.81567070129,-1147.61066283068,-1267.59164122527,-1261.49309784702
"PASO",3906.25,-1076.00826990404,-1142.73654981257,-1279.57742112531,-1273.37029699658
"PASO",3906.25,-1017.51005728452,-1031.47277163948,-1266.35169311797,-1259.44140700794
"PASO",3906.25,-1082.87457283972,-1147.09699894335,-1327.9243643907,-1318.13395860644
"PASO",3906.25,-1083.27480210598,-1102.67679685678,-1319.14601412376,-1312.78680750579
"PASO",3906.25,-1052.37442593059,-1054.09632802626,-1176.52430637419,-1168.37584250428
"PASO",3906.25,-848.716537807675,-853.576675859008,-989.976651724341,-986.144816922809
"PASO",3906.25,-937.820669172184,-1040.9453272213,-1193.58614858398,-1182.95839046737
"PASO",3906.25,-1034.78415058399,-1096.24599984189,-1144.70221783689,-1142.540586602
"PASO",3906.25,-1039.33131234134,-1050.39149001905,-1095.57896561639,-1095.2581431619
"PASO",3906.25,-1085.36153295349,-1088.77610205459,-1157.3777924457,-1149.65847345747
"PASO",3906.25,-979.814563833963,-974.720634224409,-1053.01430840345,-1043.98993676789
"PASO",1953.125,-688.528293081703,-758.889026021605,-849.790478645222,-846.855884435433
"PASO",1953.125,-647.981110637495,-652.574073996636,-699.103918958504,-695.532052827512
"PASO",1953.125,-601.615130060837,-605.225374567684,-621.165582867217,-619.80205269548
"PASO",1953.125,-613.193186005055,-650.386489887669,-719.959866791893,-716.88027142809
"PASO",1953.125,-598.318696700444,-627.941835673986,-674.612923368403,-670.809697202607
"PASO",1953.125,-610.546485057335,-610.652596816641,-662.860101505066,-658.182099832127
"PASO",1953.125,-617.481726844632,-674.036646847914,-763.460697105859,-759.936026491885
"PASO",1953.125,-621.837713837444,-648.554519834162,-775.621240321116,-770.734816314352
"PASO",1953.125,-628.365315685787,-649.176462296555,-706.024964431928,-702.056771735198
"PASO",1953.125,-573.580434605968,-575.037425018934,-617.783557257334,-615.420458321531
"PASO",1953.125,-552.996932479061,-559.674825456501,-597.901722700953,-595.144806784147
"PASO",1953.125,-634.867700283911,-788.805587730579,-778.233275319548,-777.396632891208
"PASO",1953.125,-585.086717438171,-590.186536817178,-648.250092861358,-645.729542309812
"PASO",1953.125,-645.566566037644,-645.872099049068,-718.1569343473,-715.01981986013
"PASO",1953.125,-611.207759779257,-613.400648971408,-653.000272895266,-649.005948707018
"PASO",1953.125,-546.812531416437,-548.39545716925,-580.580286137643,-577.408923212105
"PASO",1953.125,-631.777455545932,-688.452918185516,-802.047525255571,-801.628104292507
"PASO",1953.125,-678.84246556877,-689.370161061472,-781.798695140987,-777.881885441578
"PASO",1953.125,-706.260597869697,-710.343803666417,-815.868740491078,-808.858839976849
"PASO",1953.125,-594.575921673253,-592.244032976553,-674.696530752812,-671.48086491455
"PASO",1953.125,-634.045239594587,-640.533103294676,-702.227925463491,-702.088421195583
"PASO",1953.125,-624.305982288601,-623.008470136742,-698.942918271733,-692.009919816036
"PASO",1953.125,-722.104754472033,-776.349844406393,-835.251657384827,-829.496830913686
"PASO",1953.125,-621.174215315592,-639.896270898241,-696.362177036194,-692.615244784149
"PASO",1953.125,-654.547181946372,-691.67762182618,-792.581863877797,-790.108911499839
"PASO",1953.125,-738.008006113389,-806.415306809394,-908.132576723274,-906.787112193726
"PASO",1953.125,-762.639185158638,-769.084006232247,-862.68183199483,-858.543638077515
"PASO",1953.125,-677.397848317391,-686.517610021539,-812.256839619324,-809.159906332784
"PASO",1953.125,-500.135028623459,-518.013569090537,-548.633419853459,-544.303407239197
"PASO",1953.125,-641.574443682067,-641.355964911788,-698.033121941524,-697.221715394522
"PASO",1953.125,-586.15994591497,-600.785606403134,-676.281302829248,-674.906534855835
"PASO",1953.125,-686.12603099446,-721.933097042603,-814.791227557746,-811.365325826033
"PASO",976.5625,-398.068113113905,-478.761427849348,-463.837786668263,-460.698394135661
"PASO",976.5625,-362.289242415598,-411.03605355483,-437.524929547797,-437.080501857564
"PASO",976.5625,-380.524886730096,-386.893463678094,-405.001536266323,-402.789856851873
"PASO",976.5625,-429.223056120387,-476.930963933608,-541.828527980275,-538.060091615998
"PASO",976.5625,-315.252477759256,-314.686849765852,-321.366339372243,-318.83766260826
"PASO",976.5625,-342.99000425133,-344.054304358947,-375.992909011709,-374.394099810463
"PASO",976.5625,-429.932483947485,-460.337906044338,-504.0962270086,-504.157260364382
"PASO",976.5625,-377.872547965558,-388.156971865224,-442.005842750442,-440.734340206528
"PASO",976.5625,-370.381466920223,-372.58953322644,-390.622241943544,-389.095405747188
"PASO",976.5625,-392.032830067975,-396.378980197133,-429.747756375472,-427.866222759937
"PASO",976.5625,-375.691036497356,-377.814228004424,-388.022486674518,-384.013653308043
"PASO",976.5625,-326.663782461936,-334.249801623908,-373.470543721852,-371.8206121528
"PASO",976.5625,-467.607453787471,-480.508171709094,-528.980884184921,-525.879847552579
"PASO",976.5625,-332.665177035207,-339.706466142194,-353.534251537054,-353.117622681754
"PASO",976.5625,-377.329291704504,-405.320882966535,-419.636154857026,-418.981824703256
"PASO",976.5625,-371.252040392957,-372.086188005811,-387.671443823879,-383.51173263574
"PASO",976.5625,-415.056586092221,-411.240378790632,-454.571238950035,-451.606607789867
"PASO",976.5625,-350.510176496419,-353.626735939444,-365.628877240378,-361.318942532001
"PASO",976.5625,-419.458956292268,-434.351778101518,-480.05204664083,-476.252741833952
"PASO",976.5625,-358.259236820735,-370.953513240955,-410.414897227908,-406.679437563031
"PASO",976.5625,-344.85832469367,-362.311114707803,-378.410834469686,-376.878382533807
"PASO",976.5625,-347.812480203577,-348.639327576106,-368.930003367517,-369.404726280477
"PASO",976.5625,-373.953087177659,-376.355014409274,-375.46516402258,-373.891850460135
"PASO",976.5625,-330.880732648809,-335.414010042227,-345.498421461455,-341.519822570993
"PASO",976.5625,-413.920993839346,-414.18213977485,-446.422802794439,-444.170646603918
"PASO",976.5625,-440.243726324969,-490.887773382358,-566.393071954327,-562.309062835475
"PASO",976.5625,-294.946604229541,-308.670080439059,-314.398637824817,-313.524701515008
"PASO",976.5625,-381.666472443932,-396.8124000261,-429.69542089391,-427.366508895113
"PASO",976.5625,-312.385174790608,-312.279020298591,-326.706429959249,-325.472464501869
"PASO",976.5625,-399.582285941465,-403.23092230643,-408.971360978114,-407.79648437848
"PASO",976.5625,-384.072181676159,-395.242482632996,-428.153421040207,-425.632945024376
"PASO",976.5625,-461.079790015871,-509.504613214539,-558.875223497968,-556.961019686242
"PASO",488.28125,-220.272731097897,-224.651488648141,-232.887720002207,-233.268710146043
"PASO",488.28125,-197.998086739198,-199.871955581442,-199.044973773233,-199.177383575828
"PASO",488.28125,-216.943137700899,-220.034242849354,-229.484125137551,-228.806538534508
"PASO",488.28125,-247.228721938735,-259.579370893253,-285.712919494669,-286.642655272746
"PASO",488.28125,-210.916088726924,-209.774754941737,-217.926789513467,-217.039031243734
"PASO",488.28125,-219.520380064685,-225.283248679854,-222.27302370503,-221.88173657667
"PASO",488.28125,-204.710147617404,-217.343022949024,-212.781340732779,-211.832707668577
"PASO",488.28125,-179.976395508606,-188.898358023567,-175.654100614582,-176.613735167906
"PASO",488.28125,-221.189445153076,-229.825556080982,-235.904795246604,-235.920010827443
"PASO",488.28125,-168.867217400769,-170.568108188572,-163.96956561631,-162.499904070715
"PASO",488.28125,-156.156199441581,-154.651867464608,-148.261358941657,-147.635342704785
"PASO",488.28125,-215.488062659665,-220.097000308839,-227.981850630042,-227.813981243247
"PASO",488.28125,-209.172470702599,-210.881798574427,-209.798658341199,-210.758645840363
"PASO",488.28125,-267.586966936355,-279.261869195711,-279.603971858806,-275.734239739156
"PASO",488.28125,-156.990148282645,-158.009603320099,-152.819734548058,-152.774870068226
"PASO",488.28125,-227.976767213357,-234.901665178458,-234.863593298233,-232.835632873208
"PASO",488.28125,-228.518893274559,-230.860289674756,-239.831896398537,-239.826572491909
"PASO",488.28125,-208.170699988806,-208.097941733253,-206.89170914347,-205.050068122327
"PASO",488.28125,-200.019080230457,-202.758073212019,-190.08292543906,-191.695777868062
"PASO",488.28125,-194.131604855975,-203.431214633518,-201.365445076018,-202.050835037649
"PASO",488.28125,-143.72436955645,-143.900799295566,-143.530370239425,-144.135533090345
"PASO",488.28125,-215.496408102534,-219.951864351757,-216.831029038374,-215.959432403731
"PASO",488.28125,-184.484234461697,-187.410323074217,-182.244209702537,-182.722867022496
"PASO",488.28125,-233.013723010619,-264.568060477322,-261.074281471206,-258.814679625818
"PASO",488.28125,-215.395243527422,-214.009486643371,-215.574096598854,-215.374304518944
"PASO",488.28125,-142.724149282394,-143.769844617545,-139.792252391219,-140.855256198655
"PASO",488.28125,-248.969051763853,-252.075526542769,-256.496309210109,-255.63657037366
"PASO",488.28125,-194.651050252648,-202.138988704879,-199.119068970773,-198.280709342387
"PASO",488.28125,-108.63932649326,-110.219925085324,-103.745417210135,-104.019588392616
"PASO",488.28125,-215.362923236889,-217.663080968006,-206.842116334351,-205.006784033823
"PASO",488.28125,-246.465490759824,-254.181780714547,-254.351760008103,-254.357035801293
"PASO",488.28125,-240.420889952126,-262.815611351145,-264.335088599598,-263.247987113884
"PASO",244.140625,-91.813571670216,-97.547785807758,-86.6650487405397,-86.6970913734357
"PASO",244.140625,-99.2856908284115,-100.224252674143,-98.8161089818852,-100.432565784532
"PASO",244.140625,-123.065672214003,-125.192051884834,-116.829438983517,-117.430441153405
"PASO",244.140625,-85.9017806774064,-86.0550769979774,-93.0365270477745,-94.1735210079212
"PASO",244.140625,-101.539580683531,-103.123391949672,-89.4389814182312,-89.6649946590877
"PASO",244.140625,-53.6371018787683,-52.653316827445,-46.9209674498843,-47.3471241381086
"PASO",244.140625,-70.5171441846602,-81.0749376762644,-52.3264986230033,-52.5778401905908
"PASO",244.140625,-133.092335375062,-142.144936643266,-124.989383606462,-125.055082738097
"PASO",244.140625,-88.8507114664885,-92.7919798809943,-79.9114293106959,-80.3229503373257
"PASO",244.140625,-121.246412470126,-137.343551931787,-116.218164325047,-115.270949911336
"PASO",244.140625,-95.9852787479706,-100.014977199704,-88.7856627349811,-89.400967109791
"PASO",244.140625,-77.8057866684048,-78.3138415668127,-77.0019162257501,-78.1248623000871
"PASO",244.140625,-157.908778965182,-180.763570200045,-157.384512212474,-157.875678120878
"PASO",244.140625,-128.602304516891,-134.991567891759,-116.020153520217,-116.479509196486
"PASO",244.140625,-80.0398506337728,-79.807285572744,-79.7929905558413,-79.4181414262844
"PASO",244.140625,-85.2786884647351,-86.9171551024694,-82.5542514268252,-83.082426207664
"PASO",244.140625,-69.7436901782165,-69.0717724242983,-63.7567032016473,-64.5852917459106
"PASO",244.140625,-86.3472968830853,-91.351684778077,-77.9990018169337,-77.7092288998344
"PASO",244.140625,-69.2015853687388,-69.2676819182705,-66.4467612150373,-66.891370314203
"PASO",244.140625,-92.3879863359766,-93.7399509146598,-93.9634765932582,-95.4657530300151
"PASO",244.140625,-130.279197634197,-134.18910160888,-128.039808572109,-128.26617520764
"PASO",244.140625,-155.315682217844,-161.506316983692,-153.421460796161,-154.10580709791
"PASO",244.140625,-96.9821143104503,-101.161574600705,-84.7082431693678,-84.4126049540801
"PASO",244.140625,-80.255634258043,-95.1217012959959,-73.7150897880248,-73.793787667366
"PASO",244.140625,-64.6224712963286,-66.0174409091565,-46.8918369562641,-48.503646166861
"PASO",244.140625,-70.4490467762902,-75.7196828494732,-59.6082190028021,-59.5142311804608
"PASO",244.140625,-104.206559366804,-104.843691027667,-101.998686245104,-102.718990250092
"PASO",244.140625,-97.9022141381379,-98.4416979083217,-95.3255412890558,-94.186630611878
"PASO",244.140625,-62.3928863146935,-63.4863835188814,-56.4034295505913,-56.3392391677522
"PASO",244.140625,-118.550655817104,-123.129205780413,-110.893522072716,-111.089848190619
"PASO",244.140625,-104.331471167292,-106.815062760359,-100.751774673236,-101.805601705114
"PASO",244.140625,-149.656910038548,-159.927424131486,-143.567198872469,-142.536122460615
"PASO",122.0703125,-50.0444275047735,-59.0451461117461,-27.5613184601322,-28.6495906352562
"PASO",122.0703125,-31.5789534391789,-33.2152744960431,-17.092740087317,-18.0112102027436
"PASO",122.0703125,-32.1651714243983,-34.4827498374207,-29.1597057780408,-30.0087652087352
"PASO",122.0703125,-59.1174703087244,-62.2937824173259,-42.6919659948579,-43.1810570558623
"PASO",122.0703125,-39.439196671669,-42.8255506430771,-28.0002583352083,-28.200228169344
"PASO",122.0703125,-64.0803978442917,-64.9678470221681,-54.5892192740142,-54.3905815514798
"PASO",122.0703125,-26.3353632350325,-26.5898367563362,-24.910435441479,-25.1053654595926
"PASO",122.0703125,-39.1365404062887,-39.7143018187822,-38.2729318145099,-38.815890691282
"PASO",122.0703125,-34.8085133858432,-36.888321838805,-23.9330259890015,-24.2626443984855
"PASO",122.0703125,-54.7850194421165,-54.9132687508672,-62.4600926504436,-64.4641220783341
"PASO",122.0703125,-51.6327181787107,-52.3181922345383,-48.8895345991849,-49.0002755101493
"PASO",122.0703125,-50.1702488576839,-51.0338546966293,-46.2972299593008,-46.8472987571835
"PASO",122.0703125,-37.1568303717062,-39.4118819315437,-25.7126147640079,-25.7411426490255
"PASO",122.0703125,-51.9372771215104,-52.420916589371,-44.0915352312328,-44.5145468695747
"PASO",122.0703125,-61.6483237645503,-68.5316346127716,-50.8082928386166,-50.9985020395626
"PASO",122.0703125,-46.4091556965598,-48.5442761760638,-35.8579503237136,-35.5733092649699
"PASO",122.0703125,-53.240108526515,-53.3332523848356,-56.7099177500115,-57.2975733056099
"PASO",122.0703125,-35.7881050409132,-36.2649025417883,-26.1629530059035,-26.2928821304748
"PASO",122.0703125,-40.7346791273177,-41.1008388954624,-41.0223611997695,-41.546412467662
"PASO",122.0703125,-34.1021301999609,-35.5399972184233,-26.5249925068349,-26.1990835259261
"PASO",122.0703125,-42.7197342663945,-45.4786009275092,-35.7401672880572,-35.3638218474607
"PASO",122.0703125,-27.8357574953668,-28.7598170802373,-29.2220518564867,-30.3693734935926
"PASO",122.0703125,-45.1828789056778,-52.9960376423425,-40.0926164588302,-41.0763239621501
"PASO",122.0703125,-81.1034926563502,-90.8762955704049,-72.9910778173543,-73.8174287864457
"PASO",122.0703125,-68.199662811002,-71.553739730387,-60.9109044235979,-61.1694822833794
"PASO",122.0703125,-57.4085919357905,-58.3395330166568,-42.9808562449085,-43.5882767859376
"PASO",122.0703125,-25.772217807353,-26.45033661552,-15.9520789573949,-16.0270130923593
"PASO",122.0703125,-37.9439794248253,-39.863522556858,-32.5944535909645,-32.9288122443199
"PASO",122.0703125,-74.637859199268,-74.4683098232294,-68.5980078073782,-68.8743102500188
"PASO",122.0703125,-30.4644206981204,-31.3760730639408,-27.2422372986854,-27.5469343432605
